gene_id	transcript_id
LOC118544672	rna-XR_004921713.1
LOC118544673	rna-XR_004921714.1
LOC118544674	rna-XM_036106564.1
LOC118544674	rna-XM_036106563.1
LOC118544674	rna-XM_036106562.1
LOC118544674	rna-XM_036106565.1
LOC118544676	rna-XR_004921715.1
LOC118544677	rna-XR_004921716.1
LOC118544678	rna-XR_004921717.1
LOC118544679	gene-LOC118544679
LOC118544680	gene-LOC118544680
LOC118544681	rna-XR_004921718.1
LOC118544682	rna-XM_036106569.1
LOC118544682	MSTRG.5966.2
LOC118544683	rna-XM_036106570.1
LOC118544684	id-LOC118544684
LOC118544684	MSTRG.5968.1
LOC118544685	rna-XR_004921720.1
LOC118544685	rna-XR_004921722.1
LOC118544685	rna-XR_004921724.1
LOC118544685	rna-XR_004921719.1
LOC118544685	rna-XR_004921721.1
LOC118544686	gene-LOC118544686
LOC118544694	rna-XM_036106582.1
LOC118544695	rna-XM_036106583.1
LOC118544696	rna-XR_004921723.1
LOC118544697	gene-LOC118544697
LOC118544698	gene-LOC118544698
LOC118544699	gene-LOC118544699
LOC118544700	gene-LOC118544700
LOC118544701	gene-LOC118544701
LOC118544702	rna-XR_004921725.1
LOC118544703	rna-XM_036106589.1
LOC118544703	rna-XM_036106590.1
LOC118544703	rna-XM_036106591.1
LOC118544703	rna-XM_036106585.1
LOC118544703	rna-XM_036106584.1
LOC118544703	rna-XM_036106588.1
LOC118544703	rna-XM_036106595.1
LOC118544703	rna-XM_036106594.1
LOC118544703	rna-XM_036106592.1
LOC118544703	rna-XM_036106587.1
LOC118544703	rna-XM_036106586.1
LOC118544705	gene-LOC118544705
LOC118544706	rna-XR_004921726.1
LOC118544707	rna-XR_004921728.1
LOC118544707	rna-XR_004921727.1
LOC118544710	rna-XM_036106613.1
LOC118544710	rna-XM_036106614.1
LOC118544710	rna-XM_036106616.1
LOC118544710	rna-XM_036106617.1
LOC118544710	rna-XR_004921729.1
LOC118544712	rna-XR_004921730.1
LOC118544714	rna-XR_004921739.1
LOC118544714	rna-XR_004921738.1
LOC118544715	rna-XR_004921740.1
LOC118544717	gene-LOC118544717
LOC118544721	gene-LOC118544721
LOC118544725	rna-XR_004921741.1
LOC118544727	rna-XR_004921742.1
LOC118544728	gene-LOC118544728
LOC118544729	gene-LOC118544729
LOC118544730	gene-LOC118544730
LOC118544731	rna-XR_004921743.1
LOC118544732	gene-LOC118544732
LOC118544733	rna-XR_004921744.1
LOC118544734	rna-XR_004921745.1
LOC118544735	gene-LOC118544735
LOC118544737	rna-XM_036106651.1
LOC118544738	rna-XR_004921746.1
LOC118544739	rna-XR_004921747.1
LOC118544740	rna-XR_004921748.1
LOC118544741	rna-XR_004921749.1
LOC118544742	rna-XM_036106652.1
LOC118544743	rna-XM_036106654.1
LOC118544743	rna-XM_036106664.1
LOC118544744	gene-LOC118544744
LOC118544745	rna-XR_004921750.1
LOC118544746	rna-XM_036106657.1
LOC118544746	rna-XM_036106655.1
LOC118544746	rna-XM_036106656.1
LOC118544746	rna-XM_036106653.1
LOC118544748	rna-XM_036106663.1
LOC118544748	rna-XM_036106662.1
LOC118544749	gene-LOC118544749
LOC118544753	rna-XR_004921752.1
LOC118544754	rna-XR_004921751.1
LOC118544761	rna-XM_036106704.1
LOC118544762	rna-XM_036106706.1
LOC118544763	rna-XR_004921758.1
LOC118544763	rna-XR_004921759.1
LOC118544763	rna-XR_004921760.1
LOC118544763	rna-XR_004921757.1
LOC118544763	rna-XR_004921756.1
LOC118544763	MSTRG.6007.10
LOC118544764	rna-XR_004921761.1
LOC118544765	rna-XR_004921762.1
LOC118544766	rna-XR_004921763.1
LOC118544767	rna-XR_004921764.1
LOC118544768	rna-XR_004921765.1
LOC118544769	rna-XR_004921766.1
LOC118544771	gene-LOC118544771
LOC118544772	rna-XR_004921768.1
LOC118544773	rna-XR_004921769.1
LOC118544776	rna-XR_004921770.1
LOC118544777	gene-LOC118544777
LOC118544781	gene-LOC118544781
LOC118544782	gene-LOC118544782
LOC118544783	rna-XR_004921771.1
LOC118544783	rna-XR_004921772.1
LOC118544784	rna-XR_004921773.1
LOC118544785	rna-XR_004921774.1
LOC118544786	rna-XR_004921775.1
LOC118544786	MSTRG.6021.3
LOC118544787	rna-XR_004921776.1
LOC118544788	gene-LOC118544788
LOC118544795	gene-LOC118544795
LOC118544796	rna-XR_004921777.1
LOC118544800	rna-XR_004921778.1
LOC118544800	rna-XM_036106747.1
LOC118544800	rna-XM_036106748.1
LOC118544800	rna-XM_036106746.1
LOC118544800	rna-XR_004921780.1
LOC118544800	rna-XR_004921779.1
LOC118544800	rna-XR_004921783.1
LOC118544800	rna-XR_004921784.1
LOC118544800	rna-XR_004921781.1
LOC118544800	rna-XR_004921782.1
LOC118544801	rna-XR_004921785.1
LOC118544802	rna-XR_004921786.1
LOC118544803	rna-XR_004921787.1
LOC118544804	rna-XR_004921788.1
LOC118544805	rna-XR_004921789.1
LOC118544806	gene-LOC118544806
LOC118544807	rna-XR_004921790.1
LOC118544808	rna-XR_004921791.1
LOC118544810	rna-XM_036106750.1
LOC118544810	rna-XM_036106751.1
LOC118544810	rna-XM_036106752.1
LOC118544812	rna-XM_036106756.1
LOC118544813	gene-LOC118544813
LOC118544816	rna-XM_036106759.1
LOC118544819	rna-XM_036106767.1
LOC118544820	rna-XR_004921792.1
LOC118544821	gene-LOC118544821
LOC118544822	gene-LOC118544822
LOC118544823	rna-XR_004921793.1
LOC118544824	rna-XM_036106768.1
LOC118544825	rna-XM_036106769.1
LOC118544827	rna-XM_036106773.1
LOC118544827	MSTRG.6041.3
LOC118544827	MSTRG.6041.4
LOC118544827	MSTRG.6041.1
LOC118544829	gene-LOC118544829
LOC118544830	rna-XR_004921794.1
LOC118544830	rna-XR_004921795.1
LOC118544831	rna-XR_004921802.1
LOC118544832	rna-XR_004921797.1
LOC118544832	rna-XR_004921796.1
LOC118544833	rna-XR_004921798.1
LOC118544834	rna-XR_004921799.1
LOC118544834	rna-XR_004921800.1
LOC118544835	rna-XR_004921801.1
LOC118544839	rna-XR_004921803.1
LOC118544840	rna-XR_004921804.1
LOC118544841	rna-XR_004921805.1
LOC118544842	rna-XR_004921806.1
LOC118544843	rna-XR_004921807.1
LOC118544844	rna-XR_004921808.1
LOC118544845	gene-LOC118544845
LOC118544846	rna-XR_004921809.1
LOC118544847	rna-XR_004921810.1
LOC118544848	rna-XM_036106797.1
LOC118544849	rna-XR_004921811.1
LOC118544850	rna-XM_036106799.1
LOC118544851	gene-LOC118544851
LOC118544852	rna-XR_004921812.1
LOC118544853	rna-XR_004921813.1
LOC118544854	gene-LOC118544854
LOC118544856	rna-XR_004921814.1
LOC118544857	rna-XR_004921815.1
LOC118544858	gene-LOC118544858
LOC118544859	rna-XR_004921816.1
LOC118544860	gene-LOC118544860
LOC118544861	rna-XM_036106802.1
LOC118544862	rna-XM_036106803.1
LOC118544863	rna-XR_004921817.1
LOC118544864	rna-XR_004921818.1
LOC118544865	rna-XR_004921819.1
LOC118544866	rna-XR_004921821.1
LOC118544866	rna-XR_004921820.1
LOC118544867	rna-XR_004921822.1
LOC118544868	rna-XR_004921823.1
LOC118544871	gene-LOC118544871
LOC118544874	gene-LOC118544874
LOC118544874	MSTRG.2056.1
LOC118544875	rna-XM_036106819.1
LOC118544876	gene-LOC118544876
LOC118544878	rna-XM_036106822.1
LOC118544884	rna-XR_004921829.1
LOC118544884	rna-XR_004921828.1
LOC118544884	rna-XR_004921824.1
LOC118544884	rna-XR_004921825.1
LOC118544884	rna-XR_004921826.1
LOC118544884	rna-XR_004921827.1
LOC118544885	rna-XM_036106836.1
LOC118544885	MSTRG.6060.1
LOC118544886	rna-XR_004921830.1
LOC118544887	rna-XR_004921831.1
LOC118544890	rna-XR_004921832.1
LOC118544891	rna-XR_004921833.1
LOC118544892	rna-XR_004921834.1
LOC118544892	MSTRG.6063.2
LOC118544893	rna-XR_004921835.1
LOC118544894	gene-LOC118544894
LOC118544895	rna-XR_004921838.1
LOC118544895	rna-XR_004921836.1
LOC118544895	rna-XR_004921837.1
LOC118544896	rna-XR_004921839.1
LOC118544896	rna-XR_004921840.1
LOC118544897	rna-XR_004921841.1
LOC118544898	rna-XM_036106850.1
LOC118544899	gene-LOC118544899
LOC118544901	rna-XR_004921842.1
LOC118544902	gene-LOC118544902
LOC118544905	rna-XR_004921843.1
LOC118544906	rna-XM_036106863.1
LOC118544910	rna-XR_004921844.1
LOC118544912	rna-XM_036106869.1
LOC118544915	gene-LOC118544915
LOC118544917	rna-XR_004921846.1
LOC118544917	rna-XR_004921847.1
LOC118544917	rna-XR_004921845.1
LOC118544917	MSTRG.6079.6
LOC118544918	rna-XR_004921848.1
LOC118544919	rna-XR_004921849.1
LOC118544920	rna-XR_004921850.1
LOC118544921	rna-XR_004921851.1
LOC118544922	rna-XR_004921852.1
LOC118544923	rna-XR_004921853.1
LOC118544924	rna-XR_004921854.1
LOC118544925	rna-XR_004921855.1
LOC118544926	rna-XR_004921856.1
LOC118544928	rna-XR_004921857.1
LOC118544929	rna-XM_036106896.1
LOC118544930	rna-XR_004921858.1
LOC118544931	gene-LOC118544931
LOC118544933	rna-XR_004921859.1
LOC118544934	gene-LOC118544934
LOC118544936	rna-XR_004921860.1
LOC118544938	gene-LOC118544938
LOC118544939	rna-XR_004921861.1
LOC118544940	rna-XM_036106903.1
LOC118544940	rna-XM_036106907.1
LOC118544940	rna-XM_036106906.1
LOC118544940	rna-XM_036106908.1
LOC118544940	rna-XM_036106905.1
LOC118544940	rna-XR_004921862.1
LOC118544940	rna-XM_036106904.1
LOC118544941	rna-XR_004921865.1
LOC118544942	rna-XR_004921863.1
LOC118544943	rna-XR_004921864.1
LOC118544944	rna-XM_036106910.1
LOC118544944	rna-XM_036106909.1
LOC118544945	rna-XR_004921867.1
LOC118544945	rna-XR_004921866.1
LOC118544946	rna-XM_036106916.1
LOC118544946	rna-XM_036106915.1
LOC118544946	rna-XM_036106914.1
LOC118544946	rna-XM_036106911.1
LOC118544947	rna-XR_004921887.1
LOC118544947	rna-XR_004921875.1
LOC118544947	MSTRG.58.8
LOC118544947	MSTRG.58.7
LOC118544948	rna-XR_004921868.1
LOC118544948	rna-XR_004921869.1
LOC118544948	MSTRG.612.1
LOC118544950	rna-XM_036106925.1
LOC118544951	rna-XR_004921870.1
LOC118544951	rna-XR_004921871.1
LOC118544952	rna-XR_004921873.1
LOC118544953	gene-LOC118544953
LOC118544954	rna-XR_004921872.1
LOC118544957	rna-XM_036106930.1
LOC118544959	gene-LOC118544959
LOC118544963	gene-LOC118544963
LOC118544964	rna-XR_004921874.1
LOC118544966	rna-XM_036106951.1
LOC118544966	rna-XM_036106955.1
LOC118544966	rna-XM_036106961.1
LOC118544966	MSTRG.616.5
LOC118544966	MSTRG.616.3
LOC118544968	gene-LOC118544968
LOC118544969	rna-XR_004921876.1
LOC118544970	rna-XR_004921877.1
LOC118544971	gene-LOC118544971
LOC118544972	rna-XM_036106952.1
LOC118544973	rna-XR_004921878.1
LOC118544974	gene-LOC118544974
LOC118544975	rna-XM_036106953.1
LOC118544976	rna-XM_036106954.1
LOC118544977	rna-XR_004921879.1
LOC118544978	rna-XR_004921880.1
LOC118544979	rna-XM_036106956.1
LOC118544980	rna-XR_004921881.1
LOC118544981	rna-XM_036106957.1
LOC118544984	gene-LOC118544984
LOC118544985	rna-XR_004921882.1
LOC118544986	rna-XR_004921883.1
LOC118544987	rna-XR_004921884.1
LOC118544989	gene-LOC118544989
LOC118544990	gene-LOC118544990
LOC118544994	rna-XR_004921886.1
LOC118544998	rna-XR_004921888.1
LOC118544999	rna-XR_004921889.1
LOC118545002	rna-XR_004921890.1
LOC118545003	gene-LOC118545003
LOC118545004	rna-XR_004921891.1
LOC118545005	rna-XM_036106982.1
LOC118545005	rna-XM_036106984.1
LOC118545005	rna-XM_036106985.1
LOC118545007	rna-XR_004921892.1
LOC118545008	rna-XR_004921893.1
LOC118545009	gene-LOC118545009
LOC118545011	rna-XR_004921894.1
LOC118545011	rna-XR_004921895.1
LOC118545015	gene-LOC118545015
LOC118545016	rna-XM_036107015.1
LOC118545017	rna-XR_004921896.1
LOC118545018	rna-XR_004921897.1
LOC118545020	gene-LOC118545020
LOC118545021	rna-XM_036107020.1
LOC118545021	rna-XM_036107018.1
LOC118545021	rna-XM_036107021.1
LOC118545021	rna-XM_036107019.1
LOC118545021	MSTRG.6128.1
LOC118545026	rna-XR_004921901.1
LOC118545026	rna-XR_004921898.1
LOC118545026	rna-XR_004921899.1
LOC118545026	rna-XR_004921900.1
LOC118545026	MSTRG.6142.4
LOC118545026	MSTRG.6142.7
LOC118545028	rna-XR_004921905.1
LOC118545028	rna-XR_004921907.1
LOC118545028	rna-XR_004921902.1
LOC118545028	rna-XR_004921906.1
LOC118545028	rna-XR_004921908.1
LOC118545028	rna-XR_004921903.1
LOC118545028	rna-XR_004921904.1
LOC118545036	rna-XM_036107065.1
LOC118545037	rna-XR_004921910.1
LOC118545043	gene-LOC118545043
LOC118545044	rna-XR_004921913.1
LOC118545044	rna-XR_004921912.1
LOC118545044	rna-XR_004921911.1
LOC118545044	rna-XR_004921914.1
LOC118545045	rna-XR_004921915.1
LOC118545046	rna-XR_004921916.1
LOC118545047	rna-XR_004921917.1
LOC118545048	rna-XM_036107078.1
LOC118545049	gene-LOC118545049
LOC118545050	rna-XR_004921918.1
LOC118545051	gene-LOC118545051
LOC118545052	rna-XR_004921919.1
LOC118545053	rna-XR_004921920.1
LOC118545056	rna-XR_004921921.1
LOC118545056	MSTRG.6162.1
LOC118545057	rna-XR_004921922.1
LOC118545057	rna-XR_004921923.1
LOC118545057	rna-XR_004921924.1
LOC118545058	gene-LOC118545058
LOC118545064	gene-LOC118545064
LOC118545067	rna-XR_004921925.1
LOC118545069	rna-XR_004921930.1
LOC118545070	rna-XR_004921931.1
LOC118545071	rna-XR_004921932.1
LOC118545072	rna-XR_004921933.1
LOC118545072	MSTRG.6181.1
LOC118545072	MSTRG.6181.3
LOC118545073	rna-XR_004921934.1
LOC118545075	rna-XR_004921935.1
LOC118545079	rna-XR_004921936.1
LOC118545080	rna-XR_004921937.1
LOC118545081	rna-XR_004921938.1
LOC118545082	rna-XR_004921939.1
LOC118545082	MSTRG.622.1
LOC118545083	rna-XM_036107113.1
LOC118545087	rna-XR_004921940.1
LOC118545095	gene-LOC118545095
LOC118545096	rna-XR_004921941.1
LOC118545103	rna-XR_004921944.1
LOC118545105	rna-XR_004921945.1
LOC118545105	rna-XR_004921946.1
LOC118545108	rna-XR_004921947.1
LOC118545111	rna-XR_004921948.1
LOC118545112	rna-XM_036107195.1
LOC118545112	rna-XM_036107196.1
LOC118545112	rna-XM_036107194.1
LOC118545112	MSTRG.6200.4
LOC118545113	rna-XR_004921949.1
LOC118545114	gene-LOC118545114
LOC118545115	gene-LOC118545115
LOC118545116	gene-LOC118545116
LOC118545117	rna-XR_004921951.1
LOC118545117	rna-XR_004921950.1
LOC118545117	MSTRG.6203.1
LOC118545117	MSTRG.6203.2
LOC118545117	MSTRG.6202.3
LOC118545118	rna-XR_004921952.1
LOC118545119	rna-XR_004921953.1
LOC118545120	rna-XR_004921954.1
LOC118545121	rna-XM_036107198.1
LOC118545121	rna-XR_004921955.1
LOC118545124	rna-XM_036107201.1
LOC118545125	rna-XR_004921958.1
LOC118545126	rna-XR_004921956.1
LOC118545133	rna-XR_004921959.1
LOC118545134	rna-XR_004921960.1
LOC118545136	rna-XR_004921961.1
LOC118545136	MSTRG.6217.3
LOC118545137	gene-LOC118545137
LOC118545138	rna-XR_004921962.1
LOC118545140	rna-XR_004921963.1
LOC118545142	gene-LOC118545142
LOC118545146	gene-LOC118545146
LOC118545148	gene-LOC118545148
LOC118545149	rna-XR_004921964.1
LOC118545152	rna-XR_004921965.1
LOC118545153	rna-XR_004921969.1
LOC118545153	rna-XR_004921968.1
LOC118545153	rna-XR_004921966.1
LOC118545153	rna-XR_004921967.1
LOC118545154	rna-XR_004921970.1
LOC118545157	rna-XR_004921971.1
LOC118545158	rna-XR_004921972.1
LOC118545160	gene-LOC118545160
LOC118545162	rna-XM_036107261.1
LOC118545162	rna-XM_036107262.1
LOC118545162	rna-XR_004921973.1
LOC118545162	rna-XM_036107260.1
LOC118545162	rna-XM_036107259.1
LOC118545162	rna-XM_036107263.1
LOC118545163	rna-XM_036107265.1
LOC118545163	rna-XM_036107264.1
LOC118545163	MSTRG.6232.5
LOC118545163	MSTRG.6232.3
LOC118545163	MSTRG.6232.4
LOC118545164	rna-XM_036107266.1
LOC118545166	rna-XR_004921975.1
LOC118545166	rna-XR_004921974.1
LOC118545167	rna-XM_036107267.1
LOC118545168	rna-XM_036107268.1
LOC118545169	rna-XR_004921976.1
LOC118545172	rna-XR_004921977.1
LOC118545172	rna-XR_004921978.1
LOC118545174	gene-LOC118545174
LOC118545175	rna-XR_004921979.1
LOC118545178	rna-XM_036107282.1
LOC118545179	rna-XR_004921980.1
LOC118545180	gene-LOC118545180
LOC118545181	rna-XM_036107283.1
LOC118545182	rna-XM_036107307.1
LOC118545182	rna-XM_036107298.1
LOC118545182	rna-XM_036107287.1
LOC118545182	rna-XR_004921983.1
LOC118545182	rna-XM_036107315.1
LOC118545183	rna-XR_004921981.1
LOC118545185	rna-XR_004921982.1
LOC118545192	rna-XR_004921984.1
LOC118545192	rna-XR_004921986.1
LOC118545192	rna-XR_004921985.1
LOC118545193	rna-XR_004921987.1
LOC118545195	rna-XM_036107302.1
LOC118545195	rna-XM_036107301.1
LOC118545195	rna-XM_036107303.1
LOC118545196	rna-XM_036107305.1
LOC118545196	rna-XM_036107304.1
LOC118545196	rna-XM_036107306.1
LOC118545197	rna-XM_036107310.1
LOC118545197	rna-XM_036107309.1
LOC118545197	rna-XM_036107308.1
LOC118545197	rna-XM_036107311.1
LOC118545198	rna-XR_004921988.1
LOC118545199	rna-XR_004921989.1
LOC118545203	rna-XR_004921990.1
LOC118545208	rna-XR_004921991.1
LOC118545211	rna-XM_036107344.1
LOC118545211	rna-XM_036107345.1
LOC118545211	rna-XM_036107346.1
LOC118545213	rna-XR_004921994.1
LOC118545213	MSTRG.3791.1
LOC118545215	rna-XR_004921993.1
LOC118545215	rna-XR_004921992.1
LOC118545216	rna-XR_004921995.1
LOC118545219	rna-XR_004921996.1
LOC118545220	rna-XM_036107360.1
LOC118545222	rna-XR_004921998.1
LOC118545222	rna-XR_004922000.1
LOC118545222	rna-XR_004921997.1
LOC118545222	rna-XR_004921999.1
LOC118545222	MSTRG.6271.6
LOC118545222	MSTRG.6271.7
LOC118545223	rna-XM_036107363.1
LOC118545224	rna-XR_004922003.1
LOC118545225	gene-LOC118545225
LOC118545226	rna-XR_004922001.1
LOC118545227	rna-XR_004922002.1
LOC118545227	MSTRG.6263.3
LOC118545227	MSTRG.6263.2
LOC118545228	gene-LOC118545228
LOC118545230	rna-XM_036107369.1
LOC118545230	rna-XM_036107364.1
LOC118545231	rna-XR_004922004.1
LOC118545232	rna-XR_004922005.1
LOC118545233	rna-XM_036107365.1
LOC118545234	gene-LOC118545234
LOC118545236	rna-XR_004922006.1
LOC118545239	rna-XR_004922007.1
LOC118545239	rna-XR_004922008.1
LOC118545240	rna-XR_004922009.1
LOC118545241	gene-LOC118545241
LOC118545243	rna-XM_036107380.1
LOC118545243	MSTRG.6285.4
LOC118545245	rna-XR_004922011.1
LOC118545245	rna-XR_004922010.1
LOC118545246	rna-XR_004922012.1
LOC118545247	rna-XR_004922013.1
LOC118545248	rna-XR_004922014.1
LOC118545249	rna-XR_004922015.1
LOC118545252	rna-XR_004922017.1
LOC118545254	rna-XR_004922018.1
LOC118545258	rna-XM_036107395.1
LOC118545261	rna-XR_004922019.1
LOC118545262	rna-XR_004922020.1
LOC118545265	rna-XM_036107412.1
LOC118545266	rna-XM_036107413.1
LOC118545268	rna-XM_036107414.1
LOC118545271	rna-XM_036107423.1
LOC118545271	rna-XM_036107422.1
LOC118545273	rna-XR_004922021.1
LOC118545274	rna-XR_004922022.1
LOC118545276	rna-XR_004922023.1
LOC118545278	gene-LOC118545278
LOC118545279	rna-XR_004922024.1
LOC118545282	rna-XR_004922026.1
LOC118545282	rna-XR_004922025.1
LOC118545285	rna-XM_036107438.1
LOC118545288	rna-XR_004922027.1
LOC118545289	rna-XR_004922028.1
LOC118545292	rna-XR_004922029.1
LOC118545292	MSTRG.638.24
LOC118545294	rna-XR_004922030.1
LOC118545295	rna-XR_004922031.1
LOC118545295	rna-XR_004922032.1
LOC118545296	rna-XR_004922033.1
LOC118545296	rna-XR_004922034.1
LOC118545297	rna-XR_004922035.1
LOC118545298	rna-XR_004922038.1
LOC118545298	rna-XR_004922040.1
LOC118545298	rna-XR_004922036.1
LOC118545301	rna-XM_036107454.1
LOC118545301	MSTRG.6308.2
LOC118545302	rna-XR_004922037.1
LOC118545303	gene-LOC118545303
LOC118545304	gene-LOC118545304
LOC118545305	gene-LOC118545305
LOC118545306	gene-LOC118545306
LOC118545307	rna-XR_004922039.1
LOC118545308	gene-LOC118545308
LOC118545309	rna-XR_004922041.1
LOC118545310	rna-XM_036107455.1
LOC118545312	rna-XR_004922042.1
LOC118545313	gene-LOC118545313
LOC118545315	rna-XR_004922043.1
LOC118545318	rna-XR_004922047.1
LOC118545319	gene-LOC118545319
LOC118545320	rna-XR_004922049.1
LOC118545321	rna-XR_004922048.1
LOC118545322	rna-XM_036107484.1
LOC118545322	rna-XM_036107482.1
LOC118545322	rna-XM_036107483.1
LOC118545323	rna-XR_004922050.1
LOC118545325	rna-XM_036107489.1
LOC118545325	rna-XM_036107488.1
LOC118545325	rna-XM_036107486.1
LOC118545325	rna-XM_036107487.1
LOC118545326	rna-XR_004922053.1
LOC118545326	MSTRG.638.34
LOC118545326	MSTRG.638.16
LOC118545326	MSTRG.638.6
LOC118545326	MSTRG.638.4
LOC118545326	MSTRG.638.14
LOC118545326	MSTRG.638.29
LOC118545327	rna-XR_004922051.1
LOC118545328	rna-XM_036107490.1
LOC118545329	rna-XR_004922052.1
LOC118545330	rna-XM_036107491.1
LOC118545331	rna-XM_036107492.1
LOC118545332	rna-XM_036107493.1
LOC118545333	rna-XM_036107494.1
LOC118545334	rna-XR_004922054.1
LOC118545335	rna-XM_036107495.1
LOC118545336	rna-XM_036107496.1
LOC118545337	rna-XM_036107497.1
LOC118545338	gene-LOC118545338
LOC118545339	rna-XM_036107498.1
LOC118545340	rna-XM_036107499.1
LOC118545342	rna-XM_036107500.1
LOC118545343	rna-XM_036107501.1
LOC118545344	rna-XM_036107502.1
LOC118545345	rna-XM_036107504.1
LOC118545346	gene-LOC118545346
LOC118545347	rna-XM_036107505.1
LOC118545348	rna-XR_004922055.1
LOC118545349	rna-XM_036107506.1
LOC118545350	gene-LOC118545350
LOC118545351	rna-XM_036107507.1
LOC118545352	rna-XM_036107509.1
LOC118545355	rna-XR_004922057.1
LOC118545357	rna-XM_036107521.1
LOC118545359	rna-XR_004922059.1
LOC118545361	rna-XM_036107563.1
LOC118545361	rna-XM_036107574.1
LOC118545361	rna-XM_036107566.1
LOC118545361	rna-XM_036107579.1
LOC118545361	rna-XM_036107555.1
LOC118545361	rna-XM_036107535.1
LOC118545361	rna-XM_036107588.1
LOC118545361	rna-XM_036107545.1
LOC118545367	rna-XM_036107561.1
LOC118545367	rna-XM_036107560.1
LOC118545369	gene-LOC118545369
LOC118545370	gene-LOC118545370
LOC118545371	rna-XR_004922061.1
LOC118545372	gene-LOC118545372
LOC118545373	rna-XR_004922063.1
LOC118545373	rna-XR_004922062.1
LOC118545375	rna-XM_036107564.1
LOC118545376	gene-LOC118545376
LOC118545377	rna-XM_036107565.1
LOC118545378	rna-XM_036107567.1
LOC118545379	rna-XM_036107568.1
LOC118545380	rna-XM_036107569.1
LOC118545381	rna-XM_036107572.1
LOC118545381	rna-XM_036107571.1
LOC118545381	rna-XR_004922064.1
LOC118545381	rna-XM_036107570.1
LOC118545381	rna-XM_036107573.1
LOC118545381	MSTRG.6336.4
LOC118545382	rna-XR_004922065.1
LOC118545382	rna-XR_004922066.1
LOC118545383	rna-XR_004922067.1
LOC118545385	rna-XR_004922068.1
LOC118545385	rna-XR_004922069.1
LOC118545385	rna-XR_004922070.1
LOC118545388	rna-XR_004922071.1
LOC118545393	rna-XM_036107604.1
LOC118545393	MSTRG.659.7
LOC118545396	rna-XR_004922072.1
LOC118545396	rna-XR_004922073.1
LOC118545399	gene-LOC118545399
LOC118545403	rna-XR_004922074.1
LOC118545403	rna-XR_004922075.1
LOC118545404	rna-XR_004922076.1
LOC118545405	rna-XR_004922077.1
LOC118545406	rna-XR_004922078.1
LOC118545407	gene-LOC118545407
LOC118545408	rna-XM_036107622.1
LOC118545408	MSTRG.659.1
LOC118545409	gene-LOC118545409
LOC118545410	gene-LOC118545410
LOC118545412	gene-LOC118545412
LOC118545415	rna-XR_004922079.1
LOC118545418	rna-XR_004922080.1
LOC118545421	rna-XR_004922081.1
LOC118545421	MSTRG.6360.2
LOC118545424	rna-XR_004922082.1
LOC118545426	rna-XM_036107641.1
LOC118545426	rna-XM_036107642.1
LOC118545427	gene-LOC118545427
LOC118545428	rna-XR_004922084.1
LOC118545428	rna-XR_004922085.1
LOC118545428	rna-XR_004922083.1
LOC118545429	rna-XM_036107643.1
LOC118545429	rna-XM_036107644.1
LOC118545429	MSTRG.6363.3
LOC118545431	rna-XR_004922086.1
LOC118545437	rna-XR_004922087.1
LOC118545442	rna-XM_036107680.1
LOC118545442	rna-XM_036107678.1
LOC118545442	rna-XM_036107675.1
LOC118545442	rna-XM_036107679.1
LOC118545442	rna-XM_036107676.1
LOC118545443	rna-XM_036107681.1
LOC118545443	rna-XM_036107682.1
LOC118545446	rna-XM_036107687.1
LOC118545450	rna-XM_036107700.1
LOC118545455	rna-XM_036107726.1
LOC118545455	rna-XM_036107730.1
LOC118545455	rna-XM_036107729.1
LOC118545455	rna-XM_036107728.1
LOC118545455	rna-XM_036107725.1
LOC118545455	rna-XM_036107727.1
LOC118545455	rna-XM_036107731.1
LOC118545457	rna-XM_036107734.1
LOC118545457	MSTRG.6380.2
LOC118545458	rna-XR_004922094.1
LOC118545458	rna-XR_004922095.1
LOC118545459	rna-XR_004922097.1
LOC118545459	rna-XR_004922096.1
LOC118545460	rna-XR_004922098.1
LOC118545461	rna-XR_004922099.1
LOC118545462	rna-XM_036107735.1
LOC118545462	rna-XM_036107737.1
LOC118545462	rna-XM_036107736.1
LOC118545462	rna-XM_036107738.1
LOC118545462	MSTRG.6383.8
LOC118545463	rna-XM_036107739.1
LOC118545464	rna-XM_036107740.1
LOC118545465	rna-XM_036107741.1
LOC118545466	rna-XM_036107742.1
LOC118545466	rna-XM_036107743.1
LOC118545466	MSTRG.6385.7
LOC118545468	rna-XM_036107744.1
LOC118545469	rna-XR_004922101.1
LOC118545469	rna-XR_004922102.1
LOC118545469	rna-XR_004922100.1
LOC118545469	MSTRG.6385.5
LOC118545469	MSTRG.6386.5
LOC118545469	MSTRG.6386.1
LOC118545470	rna-XM_036107747.1
LOC118545470	rna-XM_036107746.1
LOC118545470	MSTRG.6384.1
LOC118545471	rna-XR_004922103.1
LOC118545474	rna-XR_004922104.1
LOC118545474	rna-XR_004922107.1
LOC118545474	rna-XR_004922109.1
LOC118545474	rna-XR_004922106.1
LOC118545474	rna-XR_004922105.1
LOC118545474	rna-XR_004922108.1
LOC118545474	rna-XM_036107758.1
LOC118545474	rna-XM_036107757.1
LOC118545474	rna-XM_036107759.1
LOC118545474	rna-XM_036107756.1
LOC118545474	MSTRG.6393.14
LOC118545476	rna-XR_004922125.1
LOC118545477	rna-XR_004922110.1
LOC118545480	rna-XM_036107767.1
LOC118545484	rna-XR_004922112.1
LOC118545484	rna-XR_004922111.1
